author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;house_number;underground;residential_complex
ФСК;developer;https://www.cian.ru/sale/flat/291505960/;Москва;sale;flat;-1;-1;-1;202.0;685410;138453000;Хорошево-Мневники; Шеногина;;Хорошёво;Sydney Prime
ALFA real estate;real_estate_agent;https://www.cian.ru/sale/flat/293918771/;Москва;sale;flat;6;12;5;227.5;1498901;341000000;Хамовники; Усачева;13кВ;Спортивная;Садовые кварталы
Основа;developer;https://www.cian.ru/sale/flat/286250330/;Москва;sale;flat;-1;-1;-1;202.0;907447;183304400;Красносельский;проспект Академика Сахарова;11;Красные ворота;RED7
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/294255480/;Москва;sale;flat;14;20;2;84.1;483947;40700000;Хорошево-Мневники; Шеногина;;Хорошёво;Sydney City
Absolute Premium;developer;https://www.cian.ru/sale/flat/289918692/;Москва;sale;flat;3;18;1;49.8;910000;45318000;Хамовники;;;Воробьёвы горы;Коллекция Лужники ЖК
SKYEST;real_estate_agent;https://www.cian.ru/sale/flat/279153782/;Москва;sale;flat;2;5;-1;315.0;1104761;348000000;Хамовники; Усачева;11К;Спортивная;Садовые кварталы
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/293713959/;Москва;sale;flat;1;6;3;496.7;1805496;896790000;Хамовники;3-й Обыденский переулок;1С1;;Клубный дом Обыденский № 1
CHIP.AGENCY;real_estate_agent;https://www.cian.ru/sale/flat/291739432/;Москва;sale;flat;24;51;1;42.0;647619;27200000;Пресненский;Шмитовский проезд;39к1;Шелепиха;Headliner
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/294328838/;Москва;sale;flat;1;6;1;80.0;1621750;129740000;Басманный;Потаповский переулок;5С4;Чистые пруды;Чистые Пруды
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/279053730/;Москва;sale;flat;2;5;-1;305.0;1147540;350000000;Хамовники; Усачева;11К;Спортивная;Садовые кварталы
VESPER;developer;https://www.cian.ru/sale/flat/289484543/;Москва;sale;flat;9;9;3;101.0;1750000;176750000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/270272223/;Москва;sale;flat;7;11;4;187.0;962566;180000000;Хамовники; Ефремова;10с1к4/5;Спортивная;Садовые кварталы
ID 39404589;developer;https://www.cian.ru/sale/flat/294978909/;Москва;sale;flat;8;33;4;95.8;451300;43234540;Даниловский;;;Павелецкая;Era
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/285026628/;Москва;sale;flat;7;11;4;187.0;962566;180000000;Хамовники; Ефремова;10с1к4/6;Спортивная;Садовые кварталы
MR Group;developer;https://www.cian.ru/sale/flat/294654580/;Москва;sale;flat;-1;-1;-1;202.0;320632;64767681;Раменки;1-й Сетуньский проезд;вл10;Лужники;Hide
FS PROPERTY;real_estate_agent;https://www.cian.ru/sale/flat/293069719/;Москва;sale;flat;2;10;4;262.02;1256020;329102420;Раменки;Минская ;2Вк3;Минская;Снегири Эко
MR Group;developer;https://www.cian.ru/sale/flat/295117619/;Москва;sale;flat;9;27;3;79.4;490842;38972930;Даниловский;Дубининская ;59к6;Серпуховская;Павелецкая сити
Елена Подстрешная;realtor;https://www.cian.ru/sale/flat/295013386/;Москва;sale;flat;12;28;3;109.2;347069;37900000;Филевский парк;Береговой проезд;1Б;Шелепиха;мой адрес На Береговом
ID 39404589;developer;https://www.cian.ru/sale/flat/292864948/;Москва;sale;flat;33;34;5;108.3;388500;42074550;Нагорный;Электролитный проезд;12Б;Нагорная;Twelve
Космополис;real_estate_agent;https://www.cian.ru/sale/flat/294917421/;Москва;sale;flat;5;6;2;98.7;861195;85000000;Замоскворечье;Большая Пионерская ;20;Павелецкая;
Regions Development;developer;https://www.cian.ru/sale/flat/294977204/;Москва;sale;flat;6;6;4;111.7;541248;60457429;Нагатинский затон;проспект Андропова;9/1к3;Технопарк;Dream Towers
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/292186817/;Москва;sale;flat;14;14;5;308.0;2272727;700000000;Хамовники; Ефремова;10с1к4/1;Фрунзенская;Садовые кварталы
Ташир;developer;https://www.cian.ru/sale/flat/271161276/;Москва;sale;flat;21;21;5;214.0;500000;107000000;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/291053159/;Москва;sale;flat;14;15;5;237.0;936708;222000000;Хамовники; Усачева;11А;Спортивная;Садовые кварталы
Балтийская Строительная Компания;developer;https://www.cian.ru/sale/flat/292702629/;Москва;sale;flat;6;13;2;129.7;1001000;129829700;Арбат; Новый Арбат;;Смоленская;Звёзды Арбата
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/293905015/;Москва;sale;flat;2;18;4;179.2;864955;155000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Группа Родина;developer;https://www.cian.ru/sale/flat/293200689/;Москва;sale;flat;13;13;4;130.6;339531;44342800;; 1-я Ватутинская;12к2;Ольховая;Russian Design District
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/288700776/;Москва;sale;flat;5;18;3;90.0;1100000;99000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Мангазея;developer;https://www.cian.ru/sale/flat/293671490/;Москва;sale;flat;-1;-1;-1;202.0;235009;47472000;Щукино;Щукинская ;3;Стрешнево;Интонация
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/292849532/;Москва;sale;flat;16;16;4;208.9;1299664;271500000;Хамовники; Усачева;13;Спортивная;Садовые кварталы
Сбербанк Капитал;developer;https://www.cian.ru/sale/flat/288177351/;Москва;sale;flat;2;7;3;142.4;902947;128579724;Якиманка;Софийская набережная;34С2;;Царев сад
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/281152633/;Москва;sale;flat;7;11;4;186.8;963597;180000000;Хамовники; Ефремова;10с1к4/5;Спортивная;Садовые кварталы
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/293713944/;Москва;sale;flat;4;6;2;123.7;2906871;359580000;Хамовники;3-й Обыденский переулок;1С1;;Клубный дом Обыденский № 1
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/286007029/;Москва;sale;flat;4;6;3;169.0;1124260;190000000;Хамовники; Усачева;11;Спортивная;Садовые кварталы
ID 39404589;developer;https://www.cian.ru/sale/flat/292679872/;Москва;sale;flat;32;34;4;118.3;373700;44208710;Обручевский;;;Воронцовская;Эвер ЖК
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/292698143/;Москва;sale;flat;6;12;5;227.0;1497797;340000000;Хамовники; Усачева;13кВ;Спортивная;Садовые кварталы
Capital Group;developer;https://www.cian.ru/sale/flat/292046314/;Москва;sale;flat;6;24;4;120.1;530910;63762355;Хорошевский; Авиаконструктора Сухого;2к1;ЦСКА;ЛИЦА
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/293899342/;Москва;sale;flat;9;13;2;77.0;1597402;123000000;Хамовники; Усачева;11Б;Спортивная;Садовые кварталы
VESPER;developer;https://www.cian.ru/sale/flat/289484538/;Москва;sale;flat;8;9;2;99.7;1550000;154535000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
ID 85604823;unknown;https://www.cian.ru/sale/flat/294711107/;Москва;sale;flat;10;30;3;80.0;375000;30000000;Пресненский;Шмитовский проезд;39к8;Шелепиха;Headliner
Capital Group;developer;https://www.cian.ru/sale/flat/287996076/;Москва;sale;flat;15;18;3;172.4;1060020;182747600;Дорогомилово;;;Киевская;Бадаевский ЖК
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/291686732/;Москва;sale;flat;7;10;2;68.99;1000144;69000000;Тверской; Палиха;4;Менделеевская;Клубный дом Maison Rouge
Level Group;developer;https://www.cian.ru/sale/flat/293823752/;Москва;sale;flat;16;33;4;82.9;535540;44396291;Хорошево-Мневники;Причальный проезд;10Б;Шелепиха;Level Причальный
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/288460497/;Москва;sale;flat;6;6;4;316.0;854430;270000000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
Forma;developer;https://www.cian.ru/sale/flat/294068498/;Москва;sale;flat;17;29;4;105.1;434800;45697480;Печатники;Южнопортовая ;;Печатники;Portland
Premium Moscow;real_estate_agent;https://www.cian.ru/sale/flat/292914999/;Москва;sale;flat;11;11;4;303.0;1585186;480311640;Хамовники;Трубецкая ;12;Фрунзенская;Садовые кварталы
VESPER;developer;https://www.cian.ru/sale/flat/282873852/;Москва;sale;flat;-1;-1;-1;-1;-219750378;219750378;Пресненский; Костикова;4к4;Улица 1905 года;Lucky
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/292948582/;Москва;sale;flat;3;15;3;141.0;1269503;179000000;Хамовники;Малая Пироговская ;8;Спортивная;Barrin House
MR Group;developer;https://www.cian.ru/sale/flat/291757183/;Москва;sale;flat;5;43;3;85.13;403617;34359943;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
ID 61410788;unknown;https://www.cian.ru/sale/flat/295118769/;Москва;sale;flat;4;12;3;76.0;273684;20800000;Северное Бутово; Грина;28К1;Бульвар Дмитрия Донского;
Forma;developer;https://www.cian.ru/sale/flat/292484970/;Москва;sale;flat;-1;-1;-1;202.0;181665;36696529;Щукино;Волоколамское шоссе;28;Стрешнево;Moments
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294129248/;Москва;sale;flat;25;37;3;114.0;657894;75000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
MR Group;developer;https://www.cian.ru/sale/flat/286946048/;Москва;sale;flat;35;44;3;86.47;462800;40018316;Марьина роща;;;Марьина Роща;Мод ЖК
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294476484/;Москва;sale;flat;8;18;5;137.0;467153;64000000;Раменки; Янковского;1к2;Мичуринский проспект;Событие
Ташир;developer;https://www.cian.ru/sale/flat/264100282/;Москва;sale;flat;4;32;4;162.3;445999;72385800;Черемушки;Херсонская ;43к5;Калужская;ONYX Deluxe
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/295054609/;Москва;sale;flat;4;5;-1;380.0;1315789;500000000;Хамовники; Усачева;11К;Спортивная;Садовые кварталы
ANT Development;developer;https://www.cian.ru/sale/flat/274568608/;Москва;sale;flat;8;10;3;99.65;942825;93952604;Дорогомилово;;3к7;Парк Победы;Виктори Парк Резиденсез ЖК
